TestSetCIF_CiscoVT2people_320x192.yuv, 		 1260 pass!,                  		 0 unpass!,						 detail file located in ../AllTestData/TestSetCIF/result
TestSetCIF_Logi7500_320x192.yuv, 		 1260 pass!,                  		 0 unpass!,						 detail file located in ../AllTestData/TestSetCIF/result
